time_namelookup (seconds),time_connect (seconds),time_appconnect (seconds),time_pretransfer (seconds),time_redirect (seconds),time_starttransfer (seconds),time_total (seconds)
0.000042,0.000236,0.000000,0.000310,0.000000,0.290699,0.293283
0.000050,0.000349,0.000000,0.000439,0.000000,0.197346,0.198060
0.000031,0.000191,0.000000,0.000271,0.000000,5.131195,5.131251
0.000021,0.000120,0.000000,0.000148,0.000000,0.323396,0.324097
0.000021,0.000132,0.000000,0.000164,0.000000,0.052552,0.053330
0.000022,0.000178,0.000000,0.000210,0.000000,0.043398,0.043428
0.000021,0.000133,0.000000,0.000167,0.000000,0.218265,0.218359
0.000020,0.000134,0.000000,0.000164,0.000000,0.067137,0.067169
0.000025,0.000136,0.000000,0.000165,0.000000,9.748826,9.748978
0.000020,0.000126,0.000000,0.000156,0.000000,0.107833,0.107984
0.000018,0.000147,0.000000,0.000177,0.000000,10.050845,10.052950
0.000078,0.000440,0.000000,0.000580,0.000000,0.254909,0.257053
0.000061,0.000329,0.000000,0.000415,0.000000,0.240813,0.242863
0.000020,0.000127,0.000000,0.000156,0.000000,5.114890,5.115000
0.000036,0.000236,0.000000,0.000300,0.000000,0.190314,0.192856
0.000026,0.000168,0.000000,0.000215,0.000000,0.079738,0.079840
0.000021,0.000117,0.000000,0.000145,0.000000,0.227654,0.228070
0.000022,0.000132,0.000000,0.000164,0.000000,0.275876,0.276000
0.000019,0.000126,0.000000,0.000158,0.000000,0.065465,0.065959
0.000019,0.000116,0.000000,0.000145,0.000000,0.315071,0.315171
0.000021,0.000119,0.000000,0.000150,0.000000,0.073041,0.075907
0.000021,0.000118,0.000000,0.000148,0.000000,0.304541,0.304744
0.000032,0.000178,0.000000,0.000223,0.000000,0.185543,0.185641
0.000038,0.000242,0.000000,0.000309,0.000000,4.714461,4.715167
0.000022,0.000126,0.000000,0.000159,0.000000,0.115315,0.115435
0.000020,0.000128,0.000000,0.000158,0.000000,0.136115,0.136609
0.000081,0.000426,0.000000,0.000567,0.000000,0.241019,0.241735
0.000031,0.000336,0.000000,0.000399,0.000000,0.204925,0.205064
0.000017,0.000133,0.000000,0.000164,0.000000,0.229563,0.231722
0.000020,0.000131,0.000000,0.000166,0.000000,0.060521,0.060640
0.000022,0.000131,0.000000,0.000162,0.000000,0.099599,0.099762
0.000020,0.000130,0.000000,0.000160,0.000000,4.857403,4.857539
0.000020,0.000121,0.000000,0.000151,0.000000,0.164094,0.165310
0.000020,0.000129,0.000000,0.000157,0.000000,0.305032,0.307675
0.000018,0.000129,0.000000,0.000158,0.000000,0.160329,0.160495
0.000022,0.000142,0.000000,0.000173,0.000000,0.105189,0.108508
0.000022,0.000136,0.000000,0.000165,0.000000,5.114198,5.114818
0.000020,0.000134,0.000000,0.000163,0.000000,0.091140,0.091641
0.000021,0.000127,0.000000,0.000160,0.000000,0.059051,0.059627
0.000021,0.000123,0.000000,0.000152,0.000000,0.067972,0.068458
0.000020,0.000135,0.000000,0.000168,0.000000,0.113461,0.113728
0.000023,0.000148,0.000000,0.000184,0.000000,0.121703,0.121846
0.000020,0.000134,0.000000,0.000163,0.000000,0.199287,0.201495
0.000029,0.000171,0.000000,0.000213,0.000000,0.328951,0.329164
0.000036,0.000257,0.000000,0.000318,0.000000,0.110316,0.111141
0.000090,0.000218,0.000000,0.000263,0.000000,0.241682,0.242435
0.000019,0.000137,0.000000,0.000166,0.000000,0.138214,0.139489
0.000023,0.000118,0.000000,0.000151,0.000000,0.111124,0.111291
0.000021,0.000130,0.000000,0.000163,0.000000,0.071482,0.071975
0.000031,0.000190,0.000000,0.000235,0.000000,0.083137,0.083697
0.000019,0.000127,0.000000,0.000160,0.000000,0.101131,0.101162
0.000022,0.000103,0.000000,0.000136,0.000000,0.095419,0.095458
0.000026,0.000151,0.000000,0.000190,0.000000,0.047652,0.047789
0.000021,0.000120,0.000000,0.000149,0.000000,0.144832,0.144929
0.000037,0.000204,0.000000,0.000264,0.000000,5.223441,5.225990
0.000019,0.000115,0.000000,0.000147,0.000000,0.179551,0.183272
0.000019,0.000111,0.000000,0.000137,0.000000,0.203050,0.204852
0.000019,0.000125,0.000000,0.000157,0.000000,0.076308,0.076749
0.000023,0.000119,0.000000,0.000148,0.000000,0.204642,0.205392
0.000022,0.000133,0.000000,0.000163,0.000000,0.081250,0.081752
0.000019,0.000127,0.000000,0.000157,0.000000,0.276773,0.276807
0.000091,0.000215,0.000000,0.000245,0.000000,0.049677,0.050501
0.000021,0.000144,0.000000,0.000175,0.000000,0.050108,0.050264
0.000020,0.000141,0.000000,0.000173,0.000000,0.075215,0.075353
0.000018,0.000135,0.000000,0.000164,0.000000,0.281279,0.281950
0.000023,0.000127,0.000000,0.000161,0.000000,0.189526,0.193505
0.000021,0.000121,0.000000,0.000150,0.000000,0.149019,0.149316
0.000021,0.000136,0.000000,0.000169,0.000000,0.185833,0.186377
0.000018,0.000118,0.000000,0.000146,0.000000,0.055120,0.055547
0.000018,0.000112,0.000000,0.000143,0.000000,0.205324,0.206333
0.000019,0.000142,0.000000,0.000171,0.000000,0.081800,0.082657
0.000020,0.000135,0.000000,0.000165,0.000000,0.106891,0.109097
0.000020,0.000145,0.000000,0.000181,0.000000,0.078328,0.079032
0.000020,0.000125,0.000000,0.000221,0.000000,0.109615,0.111266
0.000023,0.000129,0.000000,0.000157,0.000000,0.357164,0.357792
0.000021,0.000133,0.000000,0.000163,0.000000,0.146829,0.147884
0.000020,0.000135,0.000000,0.000165,0.000000,0.296465,0.297101
0.000062,0.000314,0.000000,0.000405,0.000000,0.268086,0.268191
0.000022,0.000137,0.000000,0.000166,0.000000,0.169344,0.169641
0.000020,0.000124,0.000000,0.000151,0.000000,0.285175,0.286593
0.000021,0.000123,0.000000,0.000156,0.000000,0.178535,0.179919
0.000018,0.000128,0.000000,0.000164,0.000000,0.066228,0.066375
0.000020,0.000129,0.000000,0.000160,0.000000,0.114094,0.114145
0.000021,0.000139,0.000000,0.000170,0.000000,0.095550,0.095975
0.000019,0.000128,0.000000,0.000161,0.000000,0.049105,0.049581
0.000022,0.000141,0.000000,0.000171,0.000000,0.368184,0.368372
0.000019,0.000112,0.000000,0.000140,0.000000,0.093990,0.097543
0.000018,0.000130,0.000000,0.000159,0.000000,0.043400,0.043519
0.000021,0.000136,0.000000,0.000166,0.000000,0.050058,0.050175
0.000020,0.000134,0.000000,0.000166,0.000000,0.289215,0.289792
0.000020,0.000130,0.000000,0.000162,0.000000,0.068757,0.069268
0.000019,0.000135,0.000000,0.000164,0.000000,0.076092,0.076737
0.000025,0.000151,0.000000,0.000191,0.000000,0.298094,0.300428
0.000020,0.000228,0.000000,0.000262,0.000000,0.075634,0.076194
0.000018,0.000127,0.000000,0.000155,0.000000,0.136902,0.138467
0.000020,0.000126,0.000000,0.000159,0.000000,0.194967,0.195437
0.000020,0.000127,0.000000,0.000158,0.000000,0.084194,0.084506
0.000021,0.000129,0.000000,0.000161,0.000000,0.079785,0.079938
0.000020,0.000131,0.000000,0.000163,0.000000,0.057145,0.057955
0.000021,0.000131,0.000000,0.000159,0.000000,0.042096,0.042626
0.000019,0.000128,0.000000,0.000157,0.000000,0.091219,0.091541
0.000020,0.000134,0.000000,0.000166,0.000000,0.188125,0.190882
0.000019,0.000128,0.000000,0.000156,0.000000,0.300587,0.301090
0.000019,0.000129,0.000000,0.000161,0.000000,0.078082,0.078116
0.000021,0.000131,0.000000,0.000163,0.000000,0.087245,0.087723
0.000021,0.000125,0.000000,0.000156,0.000000,0.111451,0.111789
0.000020,0.000154,0.000000,0.000189,0.000000,0.181752,0.182703
0.000020,0.000117,0.000000,0.000149,0.000000,0.105284,0.105315
0.000020,0.000142,0.000000,0.000171,0.000000,0.044425,0.044458
0.000019,0.000116,0.000000,0.000147,0.000000,0.048562,0.049067
0.000021,0.000124,0.000000,0.000153,0.000000,0.201992,0.204200
0.000021,0.000123,0.000000,0.000155,0.000000,0.083804,0.084349
0.000020,0.000114,0.000000,0.000142,0.000000,0.297389,0.298301
0.000037,0.000194,0.000000,0.000234,0.000000,0.077302,0.077332
0.000027,0.000159,0.000000,0.000200,0.000000,0.072115,0.072322
0.000019,0.000132,0.000000,0.000162,0.000000,0.045970,0.046421
0.000021,0.000111,0.000000,0.000142,0.000000,0.200401,0.202528
0.000039,0.000375,0.000000,0.000456,0.000000,0.131716,0.132359
0.000020,0.000113,0.000000,0.000142,0.000000,0.166753,0.168501
0.000022,0.000134,0.000000,0.000164,0.000000,0.383379,0.385629
0.000020,0.000135,0.000000,0.000164,0.000000,0.042956,0.043426
0.000026,0.000237,0.000000,0.000282,0.000000,0.250232,0.250300
0.000017,0.000130,0.000000,0.000159,0.000000,0.695386,0.701740
0.000021,0.000137,0.000000,0.000166,0.000000,0.151340,0.153724
0.000021,0.000118,0.000000,0.000147,0.000000,0.292011,0.292093
0.000021,0.000130,0.000000,0.000163,0.000000,0.051364,0.051534
0.000020,0.000111,0.000000,0.000138,0.000000,0.038456,0.038609
0.000023,0.000160,0.000000,0.000198,0.000000,0.087784,0.087967
0.000020,0.000134,0.000000,0.000166,0.000000,0.188018,0.188617
0.000020,0.000127,0.000000,0.000159,0.000000,0.170113,0.170849
0.000020,0.000134,0.000000,0.000166,0.000000,0.371458,0.373638
0.000019,0.000133,0.000000,0.000162,0.000000,0.105445,0.106214
0.000019,0.000130,0.000000,0.000159,0.000000,0.052770,0.052879
0.000022,0.000125,0.000000,0.000154,0.000000,0.238950,0.239139
0.000020,0.000152,0.000000,0.000182,0.000000,0.190518,0.192754
0.000020,0.000141,0.000000,0.000172,0.000000,0.094197,0.094317
0.000026,0.000160,0.000000,0.000198,0.000000,0.038622,0.039158
0.000019,0.000118,0.000000,0.000146,0.000000,0.373144,0.373177
0.000030,0.000166,0.000000,0.000216,0.000000,0.135009,0.135776
0.000026,0.000168,0.000000,0.000208,0.000000,0.287759,0.291498
0.000021,0.000138,0.000000,0.000167,0.000000,0.277092,0.277216
0.000040,0.000202,0.000000,0.000254,0.000000,0.149040,0.151108
0.000020,0.000129,0.000000,0.000162,0.000000,0.044427,0.044628
0.000028,0.000140,0.000000,0.000182,0.000000,0.376988,0.377050
0.000021,0.000203,0.000000,0.000241,0.000000,0.092037,0.092740
0.000020,0.000118,0.000000,0.000150,0.000000,0.074862,0.075144
0.000022,0.000156,0.000000,0.000193,0.000000,0.084071,0.084198
0.000021,0.000127,0.000000,0.000158,0.000000,0.142961,0.143578
0.000027,0.000164,0.000000,0.000205,0.000000,0.071119,0.071321
0.000021,0.000130,0.000000,0.000162,0.000000,0.186928,0.187130
0.000023,0.000135,0.000000,0.000163,0.000000,0.296468,0.297640
0.000017,0.000125,0.000000,0.000154,0.000000,0.076799,0.077219
0.000020,0.000118,0.000000,0.000146,0.000000,0.085330,0.085609
0.000020,0.000114,0.000000,0.000145,0.000000,0.077719,0.079244
0.000020,0.000130,0.000000,0.000160,0.000000,0.146536,0.146865
0.000022,0.000149,0.000000,0.000185,0.000000,0.281437,0.281759
0.000022,0.000131,0.000000,0.000159,0.000000,0.050102,0.050280
0.000020,0.000118,0.000000,0.000150,0.000000,0.197701,0.198842
0.000018,0.000120,0.000000,0.000150,0.000000,0.075085,0.075927
0.000023,0.000128,0.000000,0.000156,0.000000,0.103189,0.103750
0.000032,0.000183,0.000000,0.000231,0.000000,0.032232,0.033059
0.000028,0.000167,0.000000,0.000213,0.000000,0.189986,0.190637
0.000023,0.000113,0.000000,0.000141,0.000000,0.211520,0.211655
0.000022,0.000143,0.000000,0.000174,0.000000,0.082885,0.083341
0.000019,0.000131,0.000000,0.000161,0.000000,0.156969,0.157095
0.000020,0.000135,0.000000,0.000168,0.000000,0.093835,0.093950
0.000018,0.000145,0.000000,0.000174,0.000000,0.247828,0.252176
0.000021,0.000133,0.000000,0.000163,0.000000,0.282762,0.285162
0.000019,0.000114,0.000000,0.000141,0.000000,0.282962,0.284131
0.000021,0.000131,0.000000,0.000162,0.000000,0.077897,0.078035
0.000018,0.000133,0.000000,0.000161,0.000000,0.179503,0.181467
0.000020,0.000123,0.000000,0.000155,0.000000,0.045054,0.045794
0.000018,0.000129,0.000000,0.000158,0.000000,0.051657,0.051851
0.000018,0.000130,0.000000,0.000158,0.000000,0.080462,0.080655
0.000019,0.000133,0.000000,0.000165,0.000000,0.152031,0.152661
0.000021,0.000123,0.000000,0.000152,0.000000,0.042610,0.042737
0.000018,0.000126,0.000000,0.000155,0.000000,0.049315,0.049446
0.000025,0.000157,0.000000,0.000197,0.000000,0.026036,0.026184
0.000019,0.000106,0.000000,0.000134,0.000000,0.167957,0.168612
0.000023,0.000162,0.000000,0.000201,0.000000,0.135219,0.136042
0.000019,0.000132,0.000000,0.000163,0.000000,0.079453,0.079573
0.000021,0.000119,0.000000,0.000146,0.000000,0.289177,0.289499
0.000019,0.000123,0.000000,0.000155,0.000000,0.296251,0.297000
0.000030,0.000153,0.000000,0.000193,0.000000,0.306975,0.310145
0.000020,0.000131,0.000000,0.000165,0.000000,0.044538,0.044716
0.000022,0.000129,0.000000,0.000160,0.000000,0.081271,0.081407
0.000022,0.000122,0.000000,0.000155,0.000000,0.217816,0.220089
0.000023,0.000147,0.000000,0.000219,0.000000,0.166004,0.166137
0.000024,0.000147,0.000000,0.000187,0.000000,0.170115,0.170450
0.000022,0.000119,0.000000,0.000147,0.000000,0.036895,0.036936
0.000020,0.000130,0.000000,0.000160,0.000000,0.162874,0.162946
0.000021,0.000117,0.000000,0.000149,0.000000,0.286830,0.287613
0.000019,0.000131,0.000000,0.000161,0.000000,0.281754,0.285406
0.000021,0.000126,0.000000,0.000159,0.000000,0.083936,0.084569
0.000023,0.000139,0.000000,0.000224,0.000000,0.167835,0.168208
0.000079,0.000427,0.000000,0.000551,0.000000,0.124360,0.125993
0.000018,0.000129,0.000000,0.000158,0.000000,0.043054,0.043493
0.000025,0.000235,0.000000,0.000280,0.000000,0.210371,0.214132
0.000021,0.000124,0.000000,0.000157,0.000000,0.048200,0.048414
0.000020,0.000113,0.000000,0.000144,0.000000,0.220729,0.220826
0.000019,0.000125,0.000000,0.000158,0.000000,0.053996,0.054464
0.000021,0.000120,0.000000,0.000152,0.000000,0.188630,0.188771
0.000018,0.000127,0.000000,0.000157,0.000000,0.132005,0.132639
0.000022,0.000117,0.000000,0.000149,0.000000,0.285695,0.286104
0.000021,0.000132,0.000000,0.000163,0.000000,0.047784,0.048239
0.000019,0.000121,0.000000,0.000150,0.000000,0.050406,0.050911
0.000021,0.000133,0.000000,0.000166,0.000000,0.283902,0.284925
0.000025,0.000147,0.000000,0.000180,0.000000,0.206951,0.208745
0.000019,0.000130,0.000000,0.000158,0.000000,0.047453,0.047573
0.000022,0.000235,0.000000,0.000277,0.000000,0.237560,0.238317
0.000020,0.000135,0.000000,0.000168,0.000000,0.045335,0.045814
0.000020,0.000140,0.000000,0.000173,0.000000,0.038770,0.039387
0.000031,0.000158,0.000000,0.000203,0.000000,0.029007,0.029151
0.000032,0.000185,0.000000,0.000234,0.000000,0.164019,0.165209
0.000030,0.000191,0.000000,0.000236,0.000000,0.047441,0.047536
0.000020,0.000136,0.000000,0.000166,0.000000,0.057774,0.058227
0.000020,0.000118,0.000000,0.000146,0.000000,0.148893,0.149407
0.000024,0.000122,0.000000,0.000150,0.000000,0.076959,0.077211
0.000020,0.000129,0.000000,0.000161,0.000000,0.083707,0.084385
0.000023,0.000137,0.000000,0.000169,0.000000,0.123304,0.123741
0.000018,0.000130,0.000000,0.000159,0.000000,0.201024,0.201381
0.000023,0.000120,0.000000,0.000152,0.000000,0.082566,0.083105
0.000018,0.000127,0.000000,0.000157,0.000000,0.080937,0.081059
0.000020,0.000116,0.000000,0.000144,0.000000,0.195151,0.197698
0.000020,0.000128,0.000000,0.000157,0.000000,0.074276,0.074562
0.000038,0.000241,0.000000,0.000307,0.000000,0.032647,0.033524
0.000047,0.000272,0.000000,0.000437,0.000000,0.028512,0.028726
0.000020,0.000131,0.000000,0.000161,0.000000,0.059504,0.059540
0.000049,0.000250,0.000000,0.000396,0.000000,0.061653,0.061893
0.000022,0.000134,0.000000,0.000166,0.000000,0.054647,0.054773
0.000018,0.000114,0.000000,0.000141,0.000000,0.051664,0.051809
0.000020,0.000131,0.000000,0.000165,0.000000,0.043156,0.043355
0.000024,0.000133,0.000000,0.000161,0.000000,0.079938,0.080062
0.000020,0.000111,0.000000,0.000142,0.000000,0.038560,0.038727
